"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","resolution"
"hsa0522141","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","1/4","67/8773",0.0302052082708442,0.0302052082708442,0.057996820084578,"2209",1,20
"hsa0492043","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","1/4","70/8773",0.0315414737393644,0.0315414737393644,0.057996820084578,"3953",1,20
"hsa0514062","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","1/4","77/8773",0.0346540560699752,0.0346540560699752,0.057996820084578,"2209",1,20
"hsa0522272","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","1/4","92/8773",0.0412986060835485,0.0412986060835485,0.057996820084578,"1163",1,20
"hsa0515062","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","1/4","96/8773",0.0430646780985855,0.0430646780985855,0.057996820084578,"2209",1,20
"hsa0466672","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/4","97/8773",0.0435058145844225,0.0435058145844225,0.057996820084578,"2209",1,20
"hsa0464092","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","1/4","99/8773",0.0443876299808003,0.0443876299808003,0.057996820084578,"2209",1,20
"hsa0415262","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/4","121/8773",0.0540474100310472,0.0540474100310472,0.057996820084578,"3953",1,20
"hsa0532282","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","1/4","137/8773",0.0610265682943523,0.0610265682943523,0.057996820084578,"2209",1,20
"hsa0438072","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","1/4","141/8773",0.0627653069241432,0.0627653069241432,0.057996820084578,"2209",1,20
"hsa0414542","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","1/4","152/8773",0.0675343879412386,0.0675343879412386,0.057996820084578,"2209",1,20
"hsa0493262","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","1/4","155/8773",0.0688318816609907,0.0688318816609907,0.057996820084578,"3953",1,20
"hsa0463072","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/4","166/8773",0.0735777770085455,0.0735777770085455,0.057996820084578,"3953",1,20
"hsa0515282","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/4","180/8773",0.0795917425802037,0.0795917425802037,0.057996820084578,"2209",1,20
"hsa04613113","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","1/4","191/8773",0.08429642208001,0.08429642208001,0.057996820084578,"2209",1,20
"hsa0520252","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","1/4","193/8773",0.0851498767605395,0.0851498767605395,0.057996820084578,"2209",1,20
"hsa04060102","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","1/4","297/8773",0.128713742224358,0.128713742224358,0.0827983137115755,"3953",1,20
"hsa0408032","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","1/4","366/8773",0.156745363322679,0.156745363322679,0.0955234901135438,"3953",1,20
"hsa0056262","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","1/2","73/8773",0.0165736715825185,0.0165736715825185,0.0175403293000716,"8394",1,20
"hsa0407071","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/2","97/8773",0.0219922991556452,0.0219922991556452,0.0175403293000716,"8394",1,20
"hsa0466682","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/2","97/8773",0.0219922991556452,0.0219922991556452,0.0175403293000716,"8394",1,20
"hsa0523162","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/2","98/8773",0.0222177504467573,0.0222177504467573,0.0175403293000716,"8394",1,20
"hsa0513542","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","1/2","137/8773",0.0309900796753959,0.0309900796753959,0.0176090418473734,"8394",1,20
"hsa0407272","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","1/2","148/8773",0.0334571795100094,0.0334571795100094,0.0176090418473734,"8394",1,20
"hsa0451062","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","1/2","202/8773",0.0455227868492794,0.0455227868492794,0.0197137371949241,"8394",1,20
"hsa0481052","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","1/2","229/8773",0.0515271719613546,0.0515271719613546,0.0197137371949241,"8394",1,20
"hsa0414472","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","1/2","250/8773",0.0561841510055336,0.0561841510055336,0.0197137371949241,"8394",1,20
"hsa05165142","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","1/2","331/8773",0.0740394254664268,0.0740394254664268,0.0233808711999243,"57801",1,20
"hsa0059213","Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","1/3","26/8773",0.00886559951394683,0.00886559951394683,0.0148374744193191,"5321",1,20
"hsa0059123","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","1/3","30/8773",0.0102248693712402,0.0102248693712402,0.0148374744193191,"5321",1,20
"hsa0056523","Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","1/3","50/8773",0.0170025800960377,0.0170025800960377,0.0148374744193191,"5321",1,20
"hsa0491323","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/3","51/8773",0.0173406509729968,0.0173406509729968,0.0148374744193191,"5321",1,20
"hsa0048043","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/3","57/8773",0.0193674485962184,0.0193674485962184,0.0148374744193191,"2947",1,20
"hsa0437062","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","1/3","59/8773",0.0200424279645218,0.0200424279645218,0.0148374744193191,"5321",1,20
"hsa0473023","Organismal Systems","Nervous system","hsa04730","Long-term depression","1/3","60/8773",0.02037980146878,0.02037980146878,0.0148374744193191,"5321",1,20
"hsa0059043","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","1/3","61/8773",0.0207170975316281,0.0207170975316281,0.0148374744193191,"5321",1,20
"hsa0466442","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","1/3","68/8773",0.0230760023587533,0.0230760023587533,0.0148374744193191,"5321",1,20
"hsa0520433","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/3","70/8773",0.0237492787004859,0.0237492787004859,0.0148374744193191,"2947",1,20
"hsa0098223","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","1/3","72/8773",0.0244222456321389,0.0244222456321389,0.0148374744193191,"2947",1,20
"hsa0152452","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","1/3","73/8773",0.0247586130914086,0.0247586130914086,0.0148374744193191,"2947",1,20
"hsa0098033","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/3","78/8773",0.0264392906777464,0.0264392906777464,0.0148374744193191,"2947",1,20
"hsa0098362","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","1/3","80/8773",0.0271110206802059,0.0271110206802059,0.0148374744193191,"2947",1,20
"hsa0491233","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/3","93/8773",0.0314697356701673,0.0314697356701673,0.0148374744193191,"5321",1,20
"hsa0466692","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/3","97/8773",0.0328082548028809,0.0328082548028809,0.0148374744193191,"5321",1,20
"hsa0475052","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","1/3","98/8773",0.033142691782548,0.033142691782548,0.0148374744193191,"5321",1,20
"hsa0523171","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/3","98/8773",0.033142691782548,0.033142691782548,0.0148374744193191,"5321",1,20
"hsa0056443","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/3","99/8773",0.0334770516585886,0.0334770516585886,0.0148374744193191,"5321",1,20
"hsa0472433","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/3","115/8773",0.0388163308355084,0.0388163308355084,0.0155654459490761,"5321",1,20
"hsa0472652","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/3","115/8773",0.0388163308355084,0.0388163308355084,0.0155654459490761,"5321",1,20
"hsa0461152","Organismal Systems","Immune system","hsa04611","Platelet activation","1/3","124/8773",0.0418110158814857,0.0418110158814857,0.0160042166053534,"5321",1,20
"hsa0427033","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","1/3","134/8773",0.0451311411032799,0.0451311411032799,0.0164169557097679,"5321",1,20
"hsa0541872","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","1/3","139/8773",0.0467883237728385,0.0467883237728385,0.0164169557097679,"2947",1,20
"hsa0407282","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","1/3","148/8773",0.0497664187566768,0.0497664187566768,0.0166543097913599,"5321",1,20
"hsa0492143","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/3","154/8773",0.0517483653497364,0.0517483653497364,0.0166543097913599,"5321",1,20
"hsa0421772","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","1/3","159/8773",0.0533978807685477,0.0533978807685477,0.0166543097913599,"5321",1,20
"hsa0522592","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/3","168/8773",0.0563621859012449,0.0563621859012449,0.0169510333537579,"2947",1,20
"hsa05207102","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","1/3","212/8773",0.0707652879443846,0.0707652879443846,0.0201950469456767,"2947",1,20
"hsa0304092","Genetic Information Processing","Transcription","hsa03040","Spliceosome","1/3","217/8773",0.072392668871193,0.072392668871193,0.0201950469456767,"10450",1,20
"hsa0520882","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","1/3","223/8773",0.0743430165687724,0.0743430165687724,0.0201950469456767,"2947",1,20
"hsa04014152","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","1/3","236/8773",0.0785593874019124,0.0785593874019124,0.0206735230005033,"5321",1,20
"hsa04010102","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","1/3","299/8773",0.0988112744166653,0.0988112744166653,0.0252149982562463,"5321",1,20
"hsa0465932","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","2/8","108/8773",0.004005796240682,0.004005796240682,0.0885491800571811,"149233/3932",2,20
"hsa000613","Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/8","18/8773",0.0163030675647392,0.0163030675647392,0.14149383387306,"51102",1,20
"hsa000626","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","1/8","27/8773",0.0243670311230593,0.0243670311230593,0.14149383387306,"51102",1,20
"hsa04060112","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","2/8","297/8773",0.0279437976801697,0.0279437976801697,0.14149383387306,"149233/943",2,20
"hsa0534013","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","1/8","38/8773",0.0341443909049624,0.0341443909049624,0.14149383387306,"3932",1,20
"hsa0121233","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","1/8","57/8773",0.0508307328893816,0.0508307328893816,0.14149383387306,"51102",1,20
"hsa0532123","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","1/8","65/8773",0.0577807436591254,0.0577807436591254,0.14149383387306,"149233",1,20
"hsa0451252","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","1/8","89/8773",0.0783643414238959,0.0783643414238959,0.14149383387306,"3918",1,20
"hsa0523562","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/8","89/8773",0.0783643414238959,0.0783643414238959,0.14149383387306,"3932",1,20
"hsa0465823","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","1/8","92/8773",0.0809094160401116,0.0809094160401116,0.14149383387306,"3932",1,20
"hsa0522282","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","1/8","92/8773",0.0809094160401116,0.0809094160401116,0.14149383387306,"3918",1,20
"hsa0514672","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","1/8","102/8773",0.0893486402522027,0.0893486402522027,0.14149383387306,"3918",1,20
"hsa0406452","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","1/8","105/8773",0.0918671491745269,0.0918671491745269,0.14149383387306,"3932",1,20
"hsa0514543","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","1/8","111/8773",0.096885889646491,0.096885889646491,0.14149383387306,"3918",1,20
"hsa0472552","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/8","113/8773",0.0985534013575369,0.0985534013575369,0.14149383387306,"9132",1,20
"hsa0466072","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","1/8","121/8773",0.105196538944398,0.105196538944398,0.14149383387306,"3932",1,20
"hsa0465062","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","1/8","132/8773",0.114260893020703,0.114260893020703,0.14149383387306,"3932",1,20
"hsa0513552","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","1/8","137/8773",0.118354423297688,0.118354423297688,0.14149383387306,"3932",1,20
"hsa0438082","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","1/8","141/8773",0.121617319114702,0.121617319114702,0.14149383387306,"3932",1,20
"hsa0463082","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/8","166/8773",0.141772077368685,0.141772077368685,0.156695453933809,"149233",1,20
"hsa0451072","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","1/8","202/8773",0.170083804547602,0.170083804547602,0.179035583734318,"3918",1,20
"hsa0516692","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","1/8","222/8773",0.185456635604046,0.185456635604046,0.18634398792751,"3932",1,20
"hsa04010114","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","1/8","299/8773",0.242341139652548,0.242341139652548,0.230425974308723,"3925",1,20
"hsa05206102","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","1/8","310/8773",0.250176772106613,0.250176772106613,0.230425974308723,"3925",1,20
"hsa05165152","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","1/8","331/8773",0.264939020581503,0.264939020581503,0.23426187082996,"3918",1,20
"hsa04151192","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","1/8","359/8773",0.284226111113043,0.284226111113043,0.241649730096109,"3918",1,20
"hsa0097052","Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","1/2","66/8773",0.0149904187749287,0.0149904187749287,0.00417105948996005,"55699",1,20
"hsa0491732","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","1/2","70/8773",0.0158952905967087,0.0158952905967087,0.00417105948996005,"6464",1,20
"hsa0521462","Human Diseases","Cancer: specific types","hsa05214","Glioma","1/2","75/8773",0.017025795629951,0.017025795629951,0.00417105948996005,"6464",1,20
"hsa0522042","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/2","76/8773",0.0172518186707349,0.0172518186707349,0.00417105948996005,"6464",1,20
"hsa0510032","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","1/2","77/8773",0.0174778157228977,0.0174778157228977,0.00417105948996005,"6464",1,20
"hsa0152152","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/2","79/8773",0.0179297318613586,0.0179297318613586,0.00417105948996005,"6464",1,20
"hsa0401242","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/2","85/8773",0.0192848565498264,0.0192848565498264,0.00417105948996005,"6464",1,20
"hsa0152262","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","1/2","98/8773",0.0222177504467573,0.0222177504467573,0.00417105948996005,"6464",1,20
"hsa0472292","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","1/2","119/8773",0.026946224188556,0.026946224188556,0.00417105948996005,"6464",1,20
"hsa0493552","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/2","120/8773",0.027171103729996,0.027171103729996,0.00417105948996005,"6464",1,20
"hsa0492662","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/2","129/8773",0.029193850114992,0.029193850114992,0.00417105948996005,"6464",1,20
"hsa0465072","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","1/2","132/8773",0.0298676311148043,0.0298676311148043,0.00417105948996005,"6464",1,20
"hsa0491082","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","1/2","137/8773",0.0309900796753959,0.0309900796753959,0.00417105948996005,"6464",1,20
"hsa0491552","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","1/2","138/8773",0.0312144914216496,0.0312144914216496,0.00417105948996005,"6464",1,20
"hsa0522482","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/2","147/8773",0.0332330276499699,0.0332330276499699,0.00417105948996005,"6464",1,20
"hsa0407292","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","1/2","148/8773",0.0334571795100094,0.0334571795100094,0.00417105948996005,"6464",1,20
"hsa0522671","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","1/2","149/8773",0.0336813053814274,0.0336813053814274,0.00417105948996005,"6464",1,20
"hsa05225102","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/2","168/8773",0.0379347591002928,0.0379347591002928,0.0044368139298588,"6464",1,20
"hsa0503482","Human Diseases","Substance dependence","hsa05034","Alcoholism","1/2","188/8773",0.0424019432419943,0.0424019432419943,0.00455727711752681,"6464",1,20
"hsa04062102","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","1/2","192/8773",0.0432941326165047,0.0432941326165047,0.00455727711752681,"6464",1,20
"hsa0451082","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","1/2","202/8773",0.0455227868492794,0.0455227868492794,0.00456368790468966,"6464",1,20
"hsa04014162","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","1/2","236/8773",0.0530807717518655,0.0530807717518655,0.00507949968917374,"6464",1,20
"hsa05206112","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","1/2","310/8773",0.0694266530673409,0.0694266530673409,0.00635484238602662,"6464",1,20
"hsa04014172","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","1/2","236/8773",0.0530807717518655,0.0530807717518655,0.0817019106158788,"9462",1,20
"hsa0408042","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","1/2","366/8773",0.0817019106158788,0.0817019106158788,0.0817019106158788,"1269",1,20
"hsa0497442","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","1/2","103/8773",0.0233446170729963,0.0233446170729963,0.00903985473006221,"255631",1,20
"hsa0532292","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","1/2","137/8773",0.0309900796753959,0.0309900796753959,0.00903985473006221,"8370",1,20
"hsa0503492","Human Diseases","Substance dependence","hsa05034","Alcoholism","1/2","188/8773",0.0424019432419943,0.0424019432419943,0.00903985473006221,"8370",1,20
"hsa04613122","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","1/2","191/8773",0.0430711242558094,0.0430711242558094,0.00903985473006221,"8370",1,20
"hsa0520372","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","1/2","204/8773",0.0459682058323767,0.0459682058323767,0.00903985473006221,"8370",1,20
"hsa04820112",NA,NA,"hsa04820","Cytoskeleton in muscle cells","1/2","229/8773",0.0515271719613546,0.0515271719613546,0.00903985473006221,"255631",1,20
"hsa0007122","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","1/2","43/8773",0.00977933633273209,0.00977933633273209,0.0160992328840122,"1376",1,20
"hsa0121242","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","1/2","57/8773",0.0129529368415686,0.0129529368415686,0.0160992328840122,"1376",1,20
"hsa0332013","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","1/2","75/8773",0.017025795629951,0.017025795629951,0.0160992328840122,"1376",1,20
"hsa015216","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/2","79/8773",0.0179297318613586,0.0179297318613586,0.0160992328840122,"3570",1,20
"hsa04640102","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","1/2","99/8773",0.0224431757492484,0.0224431757492484,0.0160992328840122,"3570",1,20
"hsa0406152","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/2","100/8773",0.0226685750631175,0.0226685750631175,0.0160992328840122,"3570",1,20
"hsa0406662","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/2","108/8773",0.0244708339836985,0.0244708339836985,0.0160992328840122,"3570",1,20
"hsa0465942","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","1/2","108/8773",0.0244708339836985,0.0244708339836985,0.0160992328840122,"3570",1,20
"hsa0493272","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","1/2","155/8773",0.0350255148488846,0.0350255148488846,0.0197049245120101,"3570",1,20
"hsa0463091","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/2","166/8773",0.0374874689364505,0.0374874689364505,0.0197049245120101,"3570",1,20
"hsa0541582","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","1/2","203/8773",0.0457455093351388,0.0457455093351388,0.0197049245120101,"1376",1,20
"hsa05163122","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","1/2","225/8773",0.050638828902819,0.050638828902819,0.0197049245120101,"3570",1,20
"hsa0471472","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","1/2","232/8773",0.0521931563747307,0.0521931563747307,0.0197049245120101,"1376",1,20
"hsa0517192","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","1/2","233/8773",0.0524150992019468,0.0524150992019468,0.0197049245120101,"3570",1,20
"hsa04060122","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","1/2","297/8773",0.0665653838111367,0.0665653838111367,0.0233562750214515,"3570",1,20
"hsa04151202","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","1/2","359/8773",0.0801719604708907,0.0801719604708907,0.0263723554180562,"3570",1,20
"hsa05020102","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","2/7","272/8773",0.0181432648187164,0.0181432648187164,0.18382085808586,"148327/4688",2,20
"hsa049624","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","1/7","44/8773",0.0345955281248508,0.0345955281248508,0.18382085808586,"148327",1,20
"hsa0503013","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/7","49/8773",0.0384611171851154,0.0384611171851154,0.18382085808586,"148327",1,20
"hsa0433072","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","1/7","62/8773",0.0484496181092654,0.0484496181092654,0.18382085808586,"5664",1,20
"hsa049275","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","1/7","65/8773",0.0507419835554411,0.0507419835554411,0.18382085808586,"148327",1,20
"hsa0503123","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","1/7","69/8773",0.053791106354485,0.053791106354485,0.18382085808586,"148327",1,20
"hsa0491833","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","1/7","75/8773",0.0583490487985806,0.0583490487985806,0.18382085808586,"148327",1,20
"hsa0514072","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","1/7","77/8773",0.0598641747870357,0.0598641747870357,0.18382085808586,"4688",1,20
"hsa0491132","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","1/7","86/8773",0.0666564118086562,0.0666564118086562,0.18382085808586,"148327",1,20
"hsa054124","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/7","86/8773",0.0666564118086562,0.0666564118086562,0.18382085808586,"4000",1,20
"hsa0421162","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","1/7","89/8773",0.0689111233055055,0.0689111233055055,0.18382085808586,"148327",1,20
"hsa0521552","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","1/7","97/8773",0.074900876681589,0.074900876681589,0.18382085808586,"148327",1,20
"hsa0492541","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","1/7","98/8773",0.0756472683209651,0.0756472683209651,0.18382085808586,"148327",1,20
"hsa0541013","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","1/7","99/8773",0.0763931437240492,0.0763931437240492,0.18382085808586,"4000",1,20
"hsa0491652","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","1/7","101/8773",0.07788334701151,0.07788334701151,0.18382085808586,"148327",1,20
"hsa0541413","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","1/7","105/8773",0.0808575718351114,0.0808575718351114,0.18382085808586,"4000",1,20
"hsa0492223","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","1/7","107/8773",0.0823415981226067,0.0823415981226067,0.18382085808586,"148327",1,20
"hsa0493162","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","1/7","108/8773",0.0830828407735577,0.0830828407735577,0.18382085808586,"148327",1,20
"hsa0472562","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/7","113/8773",0.0867813609499787,0.0867813609499787,0.18382085808586,"148327",1,20
"hsa0466862","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","1/7","114/8773",0.0875195284411278,0.0875195284411278,0.18382085808586,"148327",1,20
"hsa0492843","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/7","114/8773",0.0875195284411278,0.0875195284411278,0.18382085808586,"148327",1,20
"hsa0467081","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","1/7","115/8773",0.0882571844407712,0.0882571844407712,0.18382085808586,"4688",1,20
"hsa04722102","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","1/7","119/8773",0.0912026994299748,0.0912026994299748,0.18382085808586,"5664",1,20
"hsa0493562","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/7","120/8773",0.0919378024001606,0.0919378024001606,0.18382085808586,"148327",1,20
"hsa0415272","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/7","121/8773",0.0926723956491148,0.0926723956491148,0.18382085808586,"148327",1,20
"hsa0492672","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/7","129/8773",0.0985308269960149,0.0985308269960149,0.18382085808586,"148327",1,20
"hsa0472842","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","1/7","132/8773",0.100719363935543,0.100719363935543,0.18382085808586,"148327",1,20
