HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
MSH6,19151,gene with protein product,114534.0,172.0,82689.0,75.0,48522.0,protein coding
MSI1,10410,gene with protein product,27835.0,29.0,4079.0,22.0,3544.0,protein coding
MSI2,19266,gene with protein product,428839.0,187.0,56625.0,81.0,48502.0,protein coding
MSL1,19313,gene with protein product,14947.0,58.0,20068.0,38.0,17158.0,protein coding
MSL2,19181,gene with protein product,48325.0,16.0,22420.0,14.0,19236.0,protein coding
MSL3,19204,gene with protein product,17614.0,412.0,114690.0,124.0,67778.0,protein coding
MSLN,10905,gene with protein product,8132.0,103.0,12737.0,33.0,4383.0,protein coding
MSMB,6778,gene with protein product,14874.0,12.0,1792.0,8.0,1439.0,protein coding
MSMO1,19180,gene with protein product,15498.0,23.0,6497.0,14.0,4805.0,protein coding
MSMP,11909,gene with protein product,3624.0,6.0,1192.0,6.0,1192.0,protein coding
MSN,19291,gene with protein product,153555.0,123.0,40421.0,56.0,22685.0,protein coding
MSR1,15884,gene with protein product,459613.0,87.0,17685.0,48.0,12448.0,protein coding
MSRA,19025,gene with protein product,374600.0,50.0,10072.0,29.0,7992.0,protein coding
MSRB1,18913,gene with protein product,4971.0,18.0,3756.0,16.0,3509.0,protein coding
MSRB2,19064,gene with protein product,26435.0,12.0,2786.0,10.0,2608.0,protein coding
MSRB3,16713,gene with protein product,212788.0,100.0,30086.0,43.0,21464.0,protein coding
MSS51,15817,gene with protein product,9983.0,20.0,5924.0,13.0,4463.0,protein coding
MST1,17081,gene with protein product,5555.0,119.0,26727.0,76.0,19621.0,protein coding
MST1R,12315,gene with protein product,16872.0,118.0,28992.0,54.0,14709.0,protein coding
MSTN,6974,gene with protein product,7030.0,3.0,2819.0,3.0,2819.0,protein coding
MSTO1,18621,gene with protein product,51717.0,166.0,26498.0,76.0,16083.0,protein coding
MSX1,13492,gene with protein product,4272.0,4.0,2449.0,4.0,2449.0,protein coding
MSX2,10333,gene with protein product,6315.0,4.0,3383.0,4.0,3383.0,protein coding
MT1A,11507,gene with protein product,1422.0,3.0,396.0,3.0,396.0,protein coding
MT1B,2027,gene with protein product,1319.0,6.0,744.0,6.0,744.0,protein coding
MT1E,18738,gene with protein product,1638.0,7.0,1782.0,5.0,1450.0,protein coding
MT1F,18390,gene with protein product,2968.0,9.0,2731.0,9.0,2731.0,protein coding
MT1G,16081,gene with protein product,1336.0,10.0,1749.0,9.0,1649.0,protein coding
MT1H,10745,gene with protein product,1316.0,5.0,1094.0,5.0,1094.0,protein coding
MT1HL1,2867,gene with protein product,339.0,1.0,339.0,1.0,339.0,protein coding
MT1M,13615,gene with protein product,1323.0,5.0,630.0,5.0,630.0,protein coding
MT1X,18760,gene with protein product,1727.0,9.0,3218.0,8.0,3119.0,protein coding
MT2A,19285,gene with protein product,914.0,11.0,2989.0,11.0,2989.0,protein coding
MT3,12708,gene with protein product,2015.0,16.0,3918.0,13.0,3670.0,protein coding
MT4,3405,gene with protein product,3885.0,3.0,270.0,3.0,270.0,protein coding
MTA1,19092,gene with protein product,50910.0,194.0,27526.0,79.0,13792.0,protein coding
MTA2,18791,gene with protein product,8652.0,65.0,10272.0,38.0,7093.0,protein coding
MTA3,18945,gene with protein product,262379.0,170.0,35700.0,65.0,20147.0,protein coding
MTAP,18480,gene with protein product,135016.0,64.0,24236.0,44.0,21750.0,protein coding
MTARC1,16092,gene with protein product,33308.0,80.0,29289.0,47.0,24389.0,protein coding
MTARC2,15765,gene with protein product,36591.0,25.0,5775.0,20.0,4993.0,protein coding
MTBP,17611,gene with protein product,96734.0,53.0,11492.0,43.0,10486.0,protein coding
MTCH1,19394,gene with protein product,20492.0,403.0,125398.0,87.0,43320.0,protein coding
MTCH2,19248,gene with protein product,25293.0,58.0,6728.0,34.0,5118.0,protein coding
MTCL1,14546,gene with protein product,127223.0,118.0,49121.0,59.0,23987.0,protein coding
MTCP1,14665,gene with protein product,83904.0,18.0,4630.0,12.0,3589.0,protein coding
MTDH,19417,gene with protein product,86077.0,42.0,12198.0,26.0,10147.0,protein coding
MTERF1,18675,gene with protein product,188695.0,25.0,12166.0,21.0,11943.0,protein coding
MTERF2,18590,gene with protein product,9884.0,18.0,9245.0,17.0,9134.0,protein coding
MTERF3,18763,gene with protein product,22213.0,31.0,5328.0,18.0,3357.0,protein coding
MTERF4,19143,gene with protein product,30164.0,89.0,33220.0,57.0,25953.0,protein coding
MTF1,19095,gene with protein product,50019.0,13.0,8350.0,13.0,8350.0,protein coding
MTF2,19298,gene with protein product,59845.0,137.0,25015.0,55.0,13910.0,protein coding
MTFMT,19009,gene with protein product,28128.0,40.0,8072.0,29.0,6682.0,protein coding
MTFP1,18133,gene with protein product,3432.0,20.0,4825.0,16.0,4313.0,protein coding
MTFR1,18803,gene with protein product,126528.0,75.0,15587.0,43.0,9757.0,protein coding
MTFR1L,19146,gene with protein product,14303.0,129.0,28044.0,61.0,15881.0,protein coding
MTFR2,16539,gene with protein product,19312.0,37.0,7244.0,28.0,5683.0,protein coding
MTG1,18503,gene with protein product,28427.0,67.0,12579.0,38.0,10163.0,protein coding
MTG2,19032,gene with protein product,20541.0,44.0,12312.0,33.0,10573.0,protein coding
MTHFD1,19135,gene with protein product,75427.0,634.0,88179.0,122.0,29975.0,protein coding
MTHFD1L,18677,gene with protein product,236209.0,134.0,16118.0,56.0,7871.0,protein coding
MTHFD2,19244,gene with protein product,31394.0,137.0,49625.0,55.0,36797.0,protein coding
MTHFD2L,18912,gene with protein product,188926.0,85.0,23090.0,51.0,19206.0,protein coding
MTHFR,19153,gene with protein product,20733.0,153.0,57679.0,65.0,37145.0,protein coding
MTHFS,18921,gene with protein product,63795.0,12.0,4314.0,11.0,4052.0,protein coding
MTHFSD,18424,gene with protein product,25058.0,115.0,22448.0,52.0,15177.0,protein coding
MTIF2,19193,gene with protein product,32753.0,82.0,13207.0,40.0,6892.0,protein coding
MTIF3,19355,gene with protein product,14949.0,51.0,8909.0,29.0,4678.0,protein coding
MTLN,18353,gene with protein product,33892.0,14.0,2939.0,13.0,2845.0,protein coding
MTM1,18761,gene with protein product,104727.0,310.0,79779.0,85.0,36482.0,protein coding
MTMR1,18676,gene with protein product,72138.0,144.0,23601.0,57.0,13792.0,protein coding
MTMR2,18965,gene with protein product,103550.0,923.0,257151.0,99.0,33769.0,protein coding
MTMR3,19015,gene with protein product,147700.0,122.0,35797.0,50.0,21762.0,protein coding
MTMR4,19079,gene with protein product,28377.0,85.0,21701.0,44.0,11972.0,protein coding
MTMR6,19167,gene with protein product,41289.0,29.0,9324.0,17.0,7743.0,protein coding
MTMR7,11417,gene with protein product,116735.0,58.0,11517.0,39.0,8894.0,protein coding
MTMR8,15445,gene with protein product,127372.0,27.0,4542.0,24.0,4155.0,protein coding
MTMR9,19045,gene with protein product,43331.0,33.0,13827.0,25.0,12523.0,protein coding
MTMR10,18931,gene with protein product,52688.0,106.0,25782.0,50.0,19193.0,protein coding
MTMR11,17179,gene with protein product,8229.0,96.0,19168.0,49.0,10963.0,protein coding
MTMR12,19073,gene with protein product,85994.0,62.0,14529.0,36.0,11762.0,protein coding
MTMR14,19233,gene with protein product,52961.0,131.0,19450.0,61.0,12633.0,protein coding
MTNR1A,2217,gene with protein product,28776.0,4.0,9441.0,3.0,9055.0,protein coding
MTNR1B,2764,gene with protein product,15416.0,7.0,3279.0,7.0,3279.0,protein coding
MTO1,19115,gene with protein product,47659.0,895.0,266858.0,109.0,42001.0,protein coding
MTOR,18961,gene with protein product,156022.0,412.0,65868.0,147.0,28803.0,protein coding
MTPAP,19037,gene with protein product,64648.0,44.0,13245.0,37.0,11569.0,protein coding
MTPN,18822,gene with protein product,50600.0,6.0,4661.0,6.0,4661.0,protein coding
MTR,19175,gene with protein product,126019.0,400.0,90653.0,103.0,43665.0,protein coding
MTRES1,18626,gene with protein product,23388.0,15.0,4490.0,12.0,3862.0,protein coding
MTREX,19110,gene with protein product,117591.0,84.0,12990.0,71.0,11595.0,protein coding
MTRF1,18589,gene with protein product,47209.0,58.0,10614.0,37.0,6887.0,protein coding
MTRF1L,19079,gene with protein product,15348.0,57.0,26717.0,25.0,11869.0,protein coding
MTRFR,19018,gene with protein product,24695.0,29.0,21780.0,22.0,19081.0,protein coding
MTRR,19065,gene with protein product,54840.0,144.0,26086.0,82.0,17253.0,protein coding
MTSS1,19062,gene with protein product,177690.0,116.0,29007.0,60.0,21539.0,protein coding
MTSS2,16089,gene with protein product,24850.0,25.0,5904.0,19.0,5265.0,protein coding
MTTP,11176,gene with protein product,59917.0,69.0,13224.0,31.0,7347.0,protein coding
MTURN,18793,gene with protein product,27777.0,10.0,12764.0,9.0,12641.0,protein coding
MTUS1,18318,gene with protein product,157300.0,206.0,59672.0,86.0,34281.0,protein coding
MTUS2,10734,gene with protein product,685609.0,43.0,12006.0,31.0,10730.0,protein coding
MTX1,18329,gene with protein product,5130.0,48.0,9349.0,30.0,6984.0,protein coding
MTX2,19164,gene with protein product,68631.0,45.0,5167.0,29.0,4056.0,protein coding
MTX3,18637,gene with protein product,14547.0,25.0,17508.0,14.0,16250.0,protein coding
MUC1,15725,gene with protein product,7093.0,167.0,22454.0,47.0,8106.0,protein coding
MUC2,3047,gene with protein product,35637.0,99.0,19987.0,99.0,19987.0,protein coding
MUC3A,8663,gene with protein product,18814.0,37.0,26684.0,25.0,16658.0,protein coding
MUC4,10735,gene with protein product,65209.0,424.0,196598.0,75.0,29224.0,protein coding
MUC5AC,4237,gene with protein product,43186.0,49.0,17448.0,49.0,17448.0,protein coding
MUC5B,7674,gene with protein product,39107.0,86.0,23287.0,81.0,22811.0,protein coding
MUC6,8548,gene with protein product,23896.0,41.0,9629.0,39.0,9337.0,protein coding
MUC7,3911,gene with protein product,52506.0,23.0,9452.0,13.0,6390.0,protein coding
MUC12,16146,gene with protein product,49375.0,39.0,35426.0,26.0,33478.0,protein coding
MUC13,8013,gene with protein product,48378.0,29.0,4774.0,26.0,4488.0,protein coding
MUC15,6804,gene with protein product,13232.0,23.0,15028.0,13.0,7927.0,protein coding
MUC16,9848,gene with protein product,161547.0,369.0,133451.0,104.0,55296.0,protein coding
MUC17,5382,gene with protein product,38788.0,29.0,29273.0,24.0,16633.0,protein coding
MUC19,5996,gene with protein product,177438.0,285.0,37466.0,263.0,36271.0,protein coding
MUC20,15924,gene with protein product,20240.0,22.0,12944.0,18.0,10775.0,protein coding
MUC21,3426,gene with protein product,6186.0,6.0,6178.0,6.0,6178.0,protein coding
MUC22,3607,gene with protein product,24929.0,4.0,6019.0,4.0,6019.0,protein coding
MUCL1,8190,gene with protein product,65491.0,19.0,5253.0,14.0,4728.0,protein coding
MUCL3,5447,gene with protein product,19699.0,9.0,10900.0,7.0,5696.0,protein coding
MUL1,19002,gene with protein product,8704.0,4.0,2428.0,4.0,2428.0,protein coding
MUS81,19115,gene with protein product,10528.0,123.0,20016.0,66.0,14250.0,protein coding
MUSK,7130,gene with protein product,137780.0,56.0,16243.0,31.0,12589.0,protein coding
MUSTN1,4879,gene with protein product,1906.0,6.0,1145.0,5.0,1012.0,protein coding
MUTYH,18800,gene with protein product,11731.0,513.0,63428.0,123.0,21518.0,protein coding
MVB12A,19130,gene with protein product,28003.0,73.0,10192.0,45.0,7343.0,protein coding
MVB12B,18156,gene with protein product,180213.0,30.0,13711.0,20.0,12577.0,protein coding
MVD,19012,gene with protein product,11227.0,79.0,14028.0,57.0,10580.0,protein coding
MVK,18589,gene with protein product,24871.0,120.0,31662.0,59.0,23120.0,protein coding
MVP,19243,gene with protein product,27646.0,90.0,16548.0,62.0,11738.0,protein coding
MX1,19110,gene with protein product,50052.0,718.0,146836.0,92.0,32966.0,protein coding
MX2,18591,gene with protein product,47395.0,117.0,38986.0,62.0,25480.0,protein coding
MXD1,19074,gene with protein product,45258.0,28.0,14059.0,20.0,13164.0,protein coding
MXD3,18641,gene with protein product,11297.0,52.0,11438.0,33.0,8418.0,protein coding
MXD4,19309,gene with protein product,14678.0,24.0,9806.0,19.0,9377.0,protein coding
MXI1,19202,gene with protein product,79761.0,223.0,70402.0,85.0,45163.0,protein coding
MXRA5,11008,gene with protein product,38088.0,7.0,9804.0,7.0,9804.0,protein coding
MXRA7,18723,gene with protein product,38454.0,29.0,14575.0,19.0,13768.0,protein coding
MXRA8,14658,gene with protein product,9089.0,59.0,13990.0,33.0,10300.0,protein coding
MYADM,19267,gene with protein product,11673.0,31.0,16808.0,22.0,13164.0,protein coding
MYADML2,4481,gene with protein product,7589.0,3.0,2452.0,3.0,2452.0,protein coding
MYB,16791,gene with protein product,37866.0,597.0,104775.0,72.0,18420.0,protein coding
MYBBP1A,18867,gene with protein product,16490.0,127.0,23093.0,69.0,15068.0,protein coding
MYBL1,17912,gene with protein product,52073.0,52.0,12109.0,31.0,9248.0,protein coding
MYBL2,16627,gene with protein product,49477.0,27.0,5372.0,16.0,3490.0,protein coding
MYBPC1,8427,gene with protein product,117676.0,442.0,57096.0,88.0,13468.0,protein coding
MYBPC2,9704,gene with protein product,33430.0,30.0,4031.0,30.0,4031.0,protein coding
MYBPC3,10871,gene with protein product,21297.0,96.0,11206.0,39.0,4542.0,protein coding
MYBPH,5787,gene with protein product,8016.0,11.0,1818.0,11.0,1818.0,protein coding
MYBPHL,7517,gene with protein product,14647.0,17.0,2664.0,15.0,2433.0,protein coding
MYC,19065,gene with protein product,7518.0,38.0,26830.0,27.0,16736.0,protein coding
MYCBP,18382,gene with protein product,10876.0,17.0,4442.0,14.0,4190.0,protein coding
MYCBP2,19391,gene with protein product,284621.0,1050.0,214183.0,216.0,62183.0,protein coding
MYCBPAP,15396,gene with protein product,23077.0,97.0,17313.0,60.0,11692.0,protein coding
MYCL,15551,gene with protein product,6829.0,9.0,9050.0,8.0,6507.0,protein coding
MYCN,10194,gene with protein product,6458.0,7.0,5492.0,7.0,5492.0,protein coding
MYCNOS,7843,"RNA, long non-coding",23900.0,15.0,6490.0,13.0,6242.0,lncRNA
MYCNUT,3302,"RNA, long non-coding",15619.0,3.0,1039.0,3.0,1039.0,lncRNA
MYCT1,12798,gene with protein product,26673.0,7.0,6143.0,6.0,5941.0,protein coding
MYD88,19022,gene with protein product,4473.0,58.0,38954.0,35.0,29612.0,protein coding
MYDGF,19180,gene with protein product,28989.0,18.0,2501.0,13.0,2151.0,protein coding
MYEF2,18464,gene with protein product,43722.0,99.0,30465.0,61.0,26671.0,protein coding
MYEOV,12858,gene with protein product,47532.0,19.0,11569.0,16.0,9029.0,protein coding
MYF5,724,gene with protein product,2760.0,3.0,1540.0,3.0,1540.0,protein coding
MYF6,4556,gene with protein product,1841.0,3.0,1329.0,3.0,1329.0,protein coding
MYG1,18761,gene with protein product,7483.0,41.0,8460.0,28.0,6337.0,protein coding
MYH1,3634,gene with protein product,26236.0,40.0,6023.0,40.0,6023.0,protein coding
MYH2,3325,gene with protein product,28553.0,127.0,18276.0,47.0,6986.0,protein coding
MYH3,16286,gene with protein product,28784.0,54.0,8190.0,52.0,8110.0,protein coding
MYH4,3617,gene with protein product,26270.0,40.0,6016.0,40.0,6016.0,protein coding
MYH6,4584,gene with protein product,26292.0,56.0,9237.0,54.0,9183.0,protein coding
MYH7,5350,gene with protein product,22921.0,40.0,6027.0,40.0,6027.0,protein coding
MYH7B,14673,gene with protein product,46628.0,80.0,14060.0,59.0,10908.0,protein coding
MYH8,4107,gene with protein product,31629.0,40.0,6041.0,40.0,6041.0,protein coding
MYH9,19405,gene with protein product,106731.0,235.0,49655.0,123.0,32326.0,protein coding
MYH10,17254,gene with protein product,157170.0,764.0,160193.0,143.0,59989.0,protein coding
MYH11,17310,gene with protein product,153894.0,252.0,51890.0,104.0,30314.0,protein coding
MYH13,5319,gene with protein product,72266.0,120.0,17977.0,44.0,6464.0,protein coding
MYH14,12440,gene with protein product,122357.0,258.0,44346.0,68.0,15947.0,protein coding
MYH15,10668,gene with protein product,148955.0,137.0,24041.0,67.0,12401.0,protein coding
MYHAS,3074,"RNA, long non-coding",240743.0,11.0,2274.0,11.0,2274.0,lncRNA
MYL1,3369,gene with protein product,25025.0,26.0,3308.0,16.0,1892.0,protein coding
MYL2,6532,gene with protein product,10625.0,24.0,3116.0,17.0,2589.0,protein coding
MYL3,8412,gene with protein product,47068.0,61.0,9462.0,28.0,5979.0,protein coding
MYL4,11786,gene with protein product,23234.0,61.0,7329.0,31.0,3902.0,protein coding
MYL5,18467,gene with protein product,8449.0,54.0,9683.0,31.0,7542.0,protein coding
MYL6,19435,gene with protein product,5151.0,108.0,15426.0,56.0,10131.0,protein coding
MYL6B,19074,gene with protein product,7392.0,82.0,11140.0,42.0,7516.0,protein coding
MYL7,5310,gene with protein product,2469.0,45.0,5311.0,31.0,4069.0,protein coding
MYL9,17599,gene with protein product,9951.0,7.0,3810.0,6.0,3600.0,protein coding
MYL10,3793,gene with protein product,15967.0,22.0,2249.0,13.0,1538.0,protein coding
MYL11,17202,gene with protein product,7058.0,29.0,2822.0,14.0,1536.0,protein coding
MYL12A,19347,gene with protein product,8756.0,37.0,8611.0,24.0,6284.0,protein coding
MYL12B,19425,gene with protein product,16983.0,20.0,5553.0,10.0,3069.0,protein coding
MYLIP,19187,gene with protein product,19163.0,13.0,5868.0,10.0,3695.0,protein coding
MYLK,17449,gene with protein product,274284.0,733.0,189222.0,174.0,89615.0,protein coding
MYLK2,6457,gene with protein product,15382.0,31.0,7376.0,21.0,5718.0,protein coding
MYLK3,11626,gene with protein product,88126.0,44.0,14853.0,33.0,13581.0,protein coding
MYLK4,12043,gene with protein product,106702.0,47.0,18238.0,27.0,16172.0,protein coding
MYMK,2601,gene with protein product,14027.0,9.0,1362.0,9.0,1362.0,protein coding
MYMX,4320,gene with protein product,1309.0,4.0,1510.0,4.0,1510.0,protein coding
MYNN,19059,gene with protein product,16321.0,37.0,16127.0,21.0,8991.0,protein coding
MYO1A,9747,gene with protein product,22682.0,104.0,13640.0,55.0,7312.0,protein coding
MYO1B,17316,gene with protein product,180205.0,179.0,29832.0,71.0,14673.0,protein coding
MYO1C,19052,gene with protein product,28501.0,279.0,38385.0,86.0,15142.0,protein coding
MYO1D,18357,gene with protein product,384656.0,128.0,23365.0,66.0,15304.0,protein coding
MYO1E,18315,gene with protein product,240438.0,76.0,14533.0,55.0,11990.0,protein coding
MYO1F,18693,gene with protein product,56800.0,138.0,21594.0,95.0,16635.0,protein coding
MYO1G,17829,gene with protein product,16427.0,140.0,31025.0,63.0,19242.0,protein coding
MYO1H,7719,gene with protein product,107624.0,56.0,7121.0,51.0,6702.0,protein coding
MYO3A,9505,gene with protein product,278304.0,134.0,21083.0,81.0,14983.0,protein coding
MYO3B,13108,gene with protein product,477027.0,234.0,36490.0,84.0,18322.0,protein coding
MYO5A,19075,gene with protein product,221852.0,727.0,196111.0,163.0,109040.0,protein coding
MYO5B,14531,gene with protein product,372376.0,165.0,41907.0,78.0,25869.0,protein coding
MYO5C,17053,gene with protein product,103483.0,140.0,23871.0,100.0,18481.0,protein coding
MYO6,18801,gene with protein product,170337.0,490.0,75277.0,104.0,21945.0,protein coding
MYO7A,15508,gene with protein product,86996.0,275.0,44231.0,110.0,20607.0,protein coding
MYO7B,13217,gene with protein product,102047.0,169.0,28741.0,79.0,15806.0,protein coding
MYO9A,19193,gene with protein product,296287.0,216.0,52203.0,112.0,37084.0,protein coding
MYO9B,19285,gene with protein product,138761.0,262.0,47159.0,97.0,22926.0,protein coding
MYO10,17133,gene with protein product,274382.0,183.0,40977.0,71.0,23096.0,protein coding
MYO15A,15248,gene with protein product,71047.0,297.0,55079.0,153.0,38883.0,protein coding
MYO15B,18368,gene with protein product,39050.0,606.0,84641.0,215.0,34213.0,protein coding
MYO16,11999,gene with protein product,611854.0,124.0,21666.0,65.0,13288.0,protein coding
MYO18A,18470,gene with protein product,109277.0,294.0,59973.0,136.0,35457.0,protein coding
MYO18B,7863,gene with protein product,288902.0,229.0,43453.0,102.0,20934.0,protein coding
MYO19,18686,gene with protein product,47800.0,197.0,38996.0,105.0,26506.0,protein coding
MYOC,6300,gene with protein product,17272.0,7.0,3671.0,7.0,3671.0,protein coding
MYOCD,8690,gene with protein product,103060.0,47.0,17923.0,30.0,14024.0,protein coding
MYOCOS,7001,gene with protein product,38179.0,21.0,5773.0,13.0,4005.0,protein coding
MYOD1,2131,gene with protein product,2566.0,3.0,1803.0,3.0,1803.0,protein coding
MYOF,17980,gene with protein product,175906.0,175.0,22903.0,81.0,11941.0,protein coding
MYOG,2953,gene with protein product,2884.0,3.0,1507.0,3.0,1507.0,protein coding
MYOM1,16346,gene with protein product,153162.0,91.0,13415.0,53.0,8669.0,protein coding
MYOM2,17288,gene with protein product,120507.0,126.0,16529.0,84.0,12368.0,protein coding
MYOM3,8672,gene with protein product,56101.0,63.0,13965.0,55.0,13338.0,protein coding
MYORG,14743,gene with protein product,10233.0,4.0,6927.0,4.0,6927.0,protein coding
MYOSLID,4869,"RNA, long non-coding",82549.0,14.0,8560.0,12.0,7804.0,lncRNA
MYOT,9518,gene with protein product,19994.0,48.0,8244.0,30.0,5967.0,protein coding
MYOZ1,9075,gene with protein product,9863.0,6.0,1300.0,6.0,1300.0,protein coding
MYOZ2,6836,gene with protein product,51958.0,6.0,2549.0,6.0,2549.0,protein coding
MYOZ3,11737,gene with protein product,18487.0,30.0,14019.0,25.0,13431.0,protein coding
MYPN,7214,gene with protein product,124121.0,237.0,54063.0,79.0,22022.0,protein coding
MYPOP,18287,gene with protein product,12591.0,3.0,1896.0,3.0,1896.0,protein coding
MYRF,14157,gene with protein product,35883.0,130.0,33507.0,64.0,25228.0,protein coding
MYRFL,9572,gene with protein product,133871.0,80.0,10075.0,34.0,4770.0,protein coding
MYRIP,11633,gene with protein product,451408.0,139.0,32368.0,50.0,14756.0,protein coding
MYSM1,19180,gene with protein product,56651.0,297.0,126256.0,89.0,82589.0,protein coding
MYT1,9649,gene with protein product,139860.0,126.0,24384.0,40.0,12242.0,protein coding
MYT1L,11572,gene with protein product,542552.0,842.0,257928.0,163.0,140493.0,protein coding
MYZAP,9832,gene with protein product,93461.0,36.0,5884.0,20.0,4133.0,protein coding
MZB1,16514,gene with protein product,2615.0,27.0,8112.0,23.0,7545.0,protein coding
MZF1,18745,gene with protein product,11645.0,33.0,16758.0,22.0,14443.0,protein coding
MZT1,19086,gene with protein product,19263.0,3.0,2231.0,3.0,2231.0,protein coding
MZT2A,19328,gene with protein product,27844.0,19.0,5700.0,18.0,5551.0,protein coding
MZT2B,19373,gene with protein product,8993.0,24.0,4559.0,20.0,3963.0,protein coding
N4BP1,18912,gene with protein product,81423.0,23.0,11483.0,21.0,11267.0,protein coding
N4BP2,19099,gene with protein product,101456.0,76.0,35605.0,44.0,25794.0,protein coding
N4BP2L1,19157,gene with protein product,27589.0,66.0,23210.0,39.0,20183.0,protein coding
N4BP2L2,19418,gene with protein product,106469.0,230.0,113039.0,101.0,66930.0,protein coding
N4BP3,16678,gene with protein product,12550.0,5.0,5985.0,5.0,5985.0,protein coding
N6AMT1,18263,gene with protein product,13181.0,18.0,10935.0,9.0,5750.0,protein coding
NAA10,18494,gene with protein product,5856.0,94.0,15988.0,44.0,11681.0,protein coding
NAA11,4426,gene with protein product,100368.0,7.0,3650.0,7.0,3650.0,protein coding
NAA15,19275,gene with protein product,118588.0,168.0,37074.0,74.0,25023.0,protein coding
NAA16,19124,gene with protein product,65764.0,90.0,17612.0,58.0,13542.0,protein coding
NAA20,19344,gene with protein product,16346.0,37.0,7422.0,21.0,4474.0,protein coding
NAA25,19111,gene with protein product,82108.0,106.0,21252.0,64.0,16006.0,protein coding
NAA30,18991,gene with protein product,25363.0,16.0,13443.0,12.0,13083.0,protein coding
NAA35,19140,gene with protein product,84317.0,42.0,8300.0,32.0,7418.0,protein coding
NAA38,19350,gene with protein product,28554.0,23.0,4364.0,18.0,3602.0,protein coding
NAA40,18678,gene with protein product,18361.0,54.0,14140.0,35.0,12398.0,protein coding
NAA50,19376,gene with protein product,29843.0,41.0,14285.0,29.0,12641.0,protein coding
NAA60,18008,gene with protein product,43305.0,194.0,47518.0,94.0,31540.0,protein coding
NAA80,16073,gene with protein product,3015.0,15.0,7985.0,14.0,7916.0,protein coding
NAAA,19247,gene with protein product,27354.0,52.0,9195.0,29.0,6856.0,protein coding
NAALAD2,11905,gene with protein product,61380.0,91.0,18742.0,49.0,13307.0,protein coding
NAALADL1,17581,gene with protein product,13736.0,176.0,25996.0,76.0,14306.0,protein coding
NAALADL2,14774,gene with protein product,1371976.0,73.0,19563.0,51.0,16425.0,protein coding
NAB1,19108,gene with protein product,46021.0,46.0,13913.0,31.0,11483.0,protein coding
NAB2,18424,gene with protein product,6434.0,20.0,6760.0,16.0,5567.0,protein coding
NABP1,19165,gene with protein product,63030.0,104.0,91455.0,35.0,34142.0,protein coding
NABP2,19130,gene with protein product,7840.0,38.0,7050.0,18.0,4354.0,protein coding
NACA,19415,gene with protein product,19324.0,174.0,32592.0,72.0,21371.0,protein coding
NACA2,15806,gene with protein product,799.0,1.0,799.0,1.0,799.0,protein coding
NACAD,12342,gene with protein product,8533.0,10.0,5164.0,10.0,5164.0,protein coding
NACC1,18727,gene with protein product,24286.0,21.0,14320.0,13.0,11656.0,protein coding
NACC2,18553,gene with protein product,88753.0,13.0,14157.0,8.0,7355.0,protein coding
NADK,19060,gene with protein product,29226.0,107.0,20412.0,56.0,10785.0,protein coding
NADK2,18915,gene with protein product,49691.0,100.0,19827.0,41.0,14608.0,protein coding
NADSYN1,19149,gene with protein product,70999.0,148.0,31134.0,92.0,25366.0,protein coding
NAE1,19260,gene with protein product,70382.0,175.0,18680.0,76.0,10236.0,protein coding
NAF1,18992,gene with protein product,56818.0,32.0,8071.0,23.0,6648.0,protein coding
NAGA,19084,gene with protein product,12509.0,29.0,7421.0,15.0,5251.0,protein coding
NAGK,19332,gene with protein product,15465.0,162.0,35446.0,79.0,25477.0,protein coding
NAGLU,18674,gene with protein product,8209.0,18.0,5694.0,14.0,5228.0,protein coding
NAGPA,18693,gene with protein product,9298.0,94.0,22307.0,52.0,14790.0,protein coding
NAGS,15627,gene with protein product,4447.0,18.0,6064.0,14.0,5222.0,protein coding
NAIF1,18295,gene with protein product,6974.0,8.0,6753.0,8.0,6753.0,protein coding
NAIP,18015,gene with protein product,57174.0,99.0,36783.0,46.0,19863.0,protein coding
NALCN,9533,gene with protein product,362733.0,369.0,65061.0,102.0,31612.0,protein coding
NALF1,10603,gene with protein product,703987.0,3.0,9264.0,3.0,9264.0,protein coding
NALF2,7966,gene with protein product,28183.0,3.0,4928.0,3.0,4928.0,protein coding
NALT1,11557,"RNA, long non-coding",3682.0,8.0,1960.0,8.0,1960.0,lncRNA
NAMA,3604,"RNA, long non-coding",21904.0,38.0,9801.0,29.0,7723.0,lncRNA
NAMPT,19355,gene with protein product,37669.0,413.0,161488.0,115.0,88568.0,protein coding
NANOG,10259,gene with protein product,11353.0,16.0,7446.0,12.0,6746.0,protein coding
NANOGNB,4568,gene with protein product,8906.0,8.0,1731.0,5.0,996.0,protein coding
NANOGP8,2417,gene with protein product,1886.0,1.0,1886.0,1.0,1886.0,protein coding
NANOS1,14742,gene with protein product,4017.0,2.0,5125.0,2.0,5125.0,protein coding
NANOS2,2493,gene with protein product,1565.0,1.0,1565.0,1.0,1565.0,protein coding
NANOS3,14636,gene with protein product,18695.0,10.0,2598.0,10.0,2598.0,protein coding
NANP,17903,gene with protein product,11080.0,2.0,3803.0,2.0,3803.0,protein coding
NANS,19296,gene with protein product,26346.0,22.0,7712.0,22.0,7712.0,protein coding
NAP1L1,19445,gene with protein product,48151.0,246.0,43340.0,79.0,27215.0,protein coding
